candidate_id,candidate_skills,candidate_experience_years,candidate_location,job_id,job_title,job_description,job_required_skills,job_min_experience_years,job_location,job_type,applied_label
CAND_1730,".NET, Storytelling, C#",7,Remote,JOB_134,AI Engineer,"We are looking for a AI Engineer with skills in Adobe Creative Suite, UI/UX, Cloud Computing.","Adobe Creative Suite, UI/UX, Cloud Computing",4,Toronto,Contract,1
CAND_1731,"C++, Content Creation, R",7,New York,JOB_33,AI Engineer,"We are looking for a AI Engineer with skills in UI Design, Graphic Design, Content Creation.","UI Design, Graphic Design, Content Creation",0,San Francisco,Contract,1
CAND_1732,"UI/UX, Deep Learning, Statistics",0,San Francisco,JOB_275,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Econometrics, Interaction Design, IoT.","Econometrics, Interaction Design, IoT",0,London,Full-time,1
CAND_1733,"IoT, Data Analysis, User Research",1,New York,JOB_88,Software Engineer,"We are looking for a Software Engineer with skills in UX Design, Business Analysis, Graphic Design.","UX Design, Business Analysis, Graphic Design",1,Remote,Part-time,1
CAND_1734,"Statistics, ETL, Prototyping",8,Berlin,JOB_26,Data Scientist,"We are looking for a Data Scientist with skills in UX/UI, Automation, UI Design.","UX/UI, Automation, UI Design",2,London,Remote,1
CAND_1735,"Microservices, Statistics, UX Research",2,San Francisco,JOB_442,Web Developer,"We are looking for a Web Developer with skills in Statistical Analysis, Content Strategy, Negotiation.","Statistical Analysis, Content Strategy, Negotiation",7,Toronto,Part-time,0
CAND_1736,"UX Research, Statistical Analysis, Communication",10,San Francisco,JOB_205,Project Manager,"We are looking for a Project Manager with skills in Adobe XD, NLP, Agile.","Adobe XD, NLP, Agile",2,Berlin,Part-time,1
CAND_1737,"TensorFlow, Excel, JavaScript",7,New York,JOB_376,AI Engineer,"We are looking for a AI Engineer with skills in Excel, Content Strategy, HTML.","Excel, Content Strategy, HTML",0,San Francisco,Full-time,1
CAND_1738,"Network Security, Adobe Creative Suite, Communication",3,San Francisco,JOB_183,UX Designer,"We are looking for a UX Designer with skills in Project Management, Communication, Java.","Project Management, Communication, Java",6,London,Full-time,0
CAND_1739,"Marketing Strategy, Automation, DevOps",7,London,JOB_239,AI Engineer,"We are looking for a AI Engineer with skills in Automation, Cybersecurity, Econometrics.","Automation, Cybersecurity, Econometrics",7,New York,Remote,1
CAND_1740,"C++, IoT, NLP",9,London,JOB_154,Business Analyst,"We are looking for a Business Analyst with skills in Spring, Project Management, Embedded Systems.","Spring, Project Management, Embedded Systems",6,Remote,Remote,1
CAND_1741,"System Design, Data Mining, C#",1,Toronto,JOB_391,Project Manager,"We are looking for a Project Manager with skills in Statistical Analysis, UI/UX, React.","Statistical Analysis, UI/UX, React",0,London,Contract,1
CAND_1742,"Negotiation, Network Security, Graphic Design",8,New York,JOB_313,Business Analyst,"We are looking for a Business Analyst with skills in Microservices, Data Visualization, UX.","Microservices, Data Visualization, UX",0,Berlin,Contract,1
CAND_1743,"Data Science, Statistics, Communication",0,Remote,JOB_352,AI Engineer,"We are looking for a AI Engineer with skills in Social Media, Storytelling, Copywriting.","Social Media, Storytelling, Copywriting",4,Remote,Part-time,0
CAND_1744,"NLP, ETL, Automation",1,London,JOB_50,Web Developer,"We are looking for a Web Developer with skills in Digital Illustration, Data Visualization, .NET.","Digital Illustration, Data Visualization, .NET",5,Toronto,Part-time,0
CAND_1745,"SQL, Statistics, UI/UX",2,Toronto,JOB_400,Business Analyst,"We are looking for a Business Analyst with skills in NLP, Python, Analytics.","NLP, Python, Analytics",6,San Francisco,Contract,0
CAND_1746,"IoT, Deep Learning, Storytelling",10,New York,JOB_339,AI Engineer,"We are looking for a AI Engineer with skills in Network Security, Natural Language Processing, CRM.","Network Security, Natural Language Processing, CRM",4,Toronto,Contract,1
CAND_1747,"Adobe Creative Suite, UX Design, Data Mining",10,Toronto,JOB_285,Business Analyst,"We are looking for a Business Analyst with skills in Statistics, Android, Project Management.","Statistics, Android, Project Management",1,Berlin,Part-time,1
CAND_1748,"Adobe Photoshop, Negotiation, Software Design",10,San Francisco,JOB_328,AI Engineer,"We are looking for a AI Engineer with skills in UX Design, Spring, SEO.","UX Design, Spring, SEO",1,Remote,Remote,1
CAND_1749,"UX/UI, Social Media, Android",1,Remote,JOB_139,Project Manager,"We are looking for a Project Manager with skills in UX, Agile, Android.","UX, Agile, Android",4,London,Contract,0
CAND_1750,"Illustration, UI/UX, Algorithms",5,Remote,JOB_306,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Android, Content Strategy, User Research.","Android, Content Strategy, User Research",1,New York,Remote,1
CAND_1751,"Econometrics, Adobe XD, Java",4,Remote,JOB_180,Web Developer,"We are looking for a Web Developer with skills in TensorFlow, UX Design, CSS.","TensorFlow, UX Design, CSS",0,Berlin,Full-time,1
CAND_1752,"Social Media, Copywriting, Econometrics",0,Berlin,JOB_394,UX Designer,"We are looking for a UX Designer with skills in AI, HTML, C#.","AI, HTML, C#",7,Toronto,Contract,0
CAND_1753,"Spring, Data Analysis, System Design",6,San Francisco,JOB_260,Business Analyst,"We are looking for a Business Analyst with skills in Cybersecurity, Data Warehousing, Network Security.","Cybersecurity, Data Warehousing, Network Security",4,Berlin,Part-time,1
CAND_1754,"UX, C#, Risk Analysis",10,Berlin,JOB_191,AI Engineer,"We are looking for a AI Engineer with skills in Android, UX Research, Marketing Strategy.","Android, UX Research, Marketing Strategy",1,Berlin,Contract,1
CAND_1755,"ETL, Content Creation, Statistics",4,Toronto,JOB_329,Business Analyst,"We are looking for a Business Analyst with skills in .NET, Microservices, Data Warehousing.",".NET, Microservices, Data Warehousing",3,New York,Part-time,1
CAND_1756,"Machine Learning, ETL, NLP",0,Toronto,JOB_174,Web Developer,"We are looking for a Web Developer with skills in Android, C++, Statistical Analysis.","Android, C++, Statistical Analysis",6,San Francisco,Contract,0
CAND_1757,"TensorFlow, SEO, Copywriting",10,Berlin,JOB_237,AI Engineer,"We are looking for a AI Engineer with skills in Copywriting, Network Security, Research.","Copywriting, Network Security, Research",4,London,Contract,1
CAND_1758,"Financial Analysis, Creativity, Data Analysis",6,San Francisco,JOB_111,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Linux, Digital Marketing, Node.js.","Linux, Digital Marketing, Node.js",4,Toronto,Full-time,1
CAND_1759,"SQL, Creativity, Python",5,Remote,JOB_490,Software Engineer,"We are looking for a Software Engineer with skills in UI/UX, Illustration, Adobe Illustrator.","UI/UX, Illustration, Adobe Illustrator",7,San Francisco,Remote,0
CAND_1760,"Data Structures, Java, System Design",2,Toronto,JOB_36,UX Designer,"We are looking for a UX Designer with skills in Creativity, ETL, C++.","Creativity, ETL, C++",5,Remote,Part-time,0
CAND_1761,".NET, Software Design, Content Writing",3,Berlin,JOB_103,AI Engineer,"We are looking for a AI Engineer with skills in AI, IoT, Agile.","AI, IoT, Agile",6,New York,Contract,0
CAND_1762,"Java, Statistics, Data Warehousing",3,London,JOB_169,UX Designer,"We are looking for a UX Designer with skills in Data Visualization, Research, TensorFlow.","Data Visualization, Research, TensorFlow",2,Toronto,Part-time,1
CAND_1763,"Software Design, Interaction Design, Automation",7,Berlin,JOB_278,AI Engineer,"We are looking for a AI Engineer with skills in HTML, UX, SQL.","HTML, UX, SQL",5,Berlin,Part-time,1
CAND_1764,"JavaScript, Content Writing, Risk Analysis",9,Remote,JOB_99,Data Scientist,"We are looking for a Data Scientist with skills in Excel, Econometrics, Project Management.","Excel, Econometrics, Project Management",4,San Francisco,Contract,1
CAND_1765,"Creativity, Risk Analysis, CRM",1,Toronto,JOB_167,Business Analyst,"We are looking for a Business Analyst with skills in Data Analysis, Spring, Microservices.","Data Analysis, Spring, Microservices",5,Toronto,Part-time,0
CAND_1766,"Interaction Design, Cloud Computing, Storytelling",0,San Francisco,JOB_285,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Java, Content Writing, Research.","Java, Content Writing, Research",7,Toronto,Remote,0
CAND_1767,"Data Visualization, Content Creation, System Design",9,San Francisco,JOB_130,Data Scientist,"We are looking for a Data Scientist with skills in Algorithms, NLP, Android.","Algorithms, NLP, Android",3,Berlin,Part-time,1
CAND_1768,"JavaScript, C++, Linux",7,New York,JOB_386,Web Developer,"We are looking for a Web Developer with skills in HTML, Business Analysis, IoT.","HTML, Business Analysis, IoT",1,Remote,Remote,1
CAND_1769,"System Design, C#, UI Design",9,Toronto,JOB_233,Business Analyst,"We are looking for a Business Analyst with skills in Algorithms, UX Design, Statistical Analysis.","Algorithms, UX Design, Statistical Analysis",3,San Francisco,Remote,1
CAND_1770,"Adobe Creative Suite, Project Management, Social Media",9,Toronto,JOB_45,Business Analyst,"We are looking for a Business Analyst with skills in Cloud Computing, Digital Illustration, Big Data.","Cloud Computing, Digital Illustration, Big Data",7,Toronto,Part-time,1
CAND_1771,"R, Python, Machine Learning",0,London,JOB_194,Project Manager,"We are looking for a Project Manager with skills in Adobe Photoshop, IoT, JavaScript.","Adobe Photoshop, IoT, JavaScript",6,New York,Remote,0
CAND_1772,"Cybersecurity, React, Marketing Strategy",7,Toronto,JOB_43,Data Scientist,"We are looking for a Data Scientist with skills in Excel, C#, Big Data.","Excel, C#, Big Data",3,Berlin,Contract,1
CAND_1773,"UI Design, Negotiation, Agile",6,New York,JOB_137,Cloud Engineer,"We are looking for a Cloud Engineer with skills in C++, Embedded Systems, NLP.","C++, Embedded Systems, NLP",7,New York,Full-time,0
CAND_1774,"Content Writing, Excel, CSS",1,Berlin,JOB_387,Software Engineer,"We are looking for a Software Engineer with skills in UI Design, Negotiation, Content Strategy.","UI Design, Negotiation, Content Strategy",6,London,Full-time,0
CAND_1775,"HTML, Node.js, Natural Language Processing",4,San Francisco,JOB_111,Business Analyst,"We are looking for a Business Analyst with skills in Copywriting, Adobe Creative Suite, Network Security.","Copywriting, Adobe Creative Suite, Network Security",4,London,Remote,1
CAND_1776,"Java, Software Design, Research",1,Berlin,JOB_415,Data Scientist,"We are looking for a Data Scientist with skills in Agile, Data Mining, Node.js.","Agile, Data Mining, Node.js",3,Remote,Remote,0
CAND_1777,"Android, Copywriting, Software Design",2,Berlin,JOB_273,Project Manager,"We are looking for a Project Manager with skills in Adobe XD, Research, TensorFlow.","Adobe XD, Research, TensorFlow",1,Toronto,Contract,1
CAND_1778,"System Design, Node.js, UI/UX",3,Remote,JOB_376,UX Designer,"We are looking for a UX Designer with skills in Microservices, R, UI/UX.","Microservices, R, UI/UX",0,Berlin,Part-time,1
CAND_1779,"CRM, TensorFlow, Data Warehousing",9,Toronto,JOB_243,Data Scientist,"We are looking for a Data Scientist with skills in Creativity, Microservices, HTML.","Creativity, Microservices, HTML",2,Toronto,Full-time,1
CAND_1780,"Statistics, Data Visualization, Cybersecurity",6,New York,JOB_138,UX Designer,"We are looking for a UX Designer with skills in Linux, System Design, Econometrics.","Linux, System Design, Econometrics",4,Toronto,Remote,1
CAND_1781,"HTML, TensorFlow, Data Mining",2,Toronto,JOB_44,Web Developer,"We are looking for a Web Developer with skills in Data Visualization, UX Research, Linux.","Data Visualization, UX Research, Linux",2,Remote,Remote,1
CAND_1782,"ETL, Android, UX",7,San Francisco,JOB_65,Business Analyst,"We are looking for a Business Analyst with skills in Data Warehousing, Adobe Illustrator, Research.","Data Warehousing, Adobe Illustrator, Research",6,Berlin,Contract,1
CAND_1783,"Copywriting, Data Visualization, Adobe Illustrator",7,New York,JOB_297,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Prototyping, Copywriting, AI.","Prototyping, Copywriting, AI",5,New York,Part-time,1
CAND_1784,"Linux, Analytics, HTML",4,San Francisco,JOB_441,Business Analyst,"We are looking for a Business Analyst with skills in User Research, R, CRM.","User Research, R, CRM",5,Toronto,Remote,0
CAND_1785,"Creativity, Project Management, Automation",10,New York,JOB_315,Software Engineer,"We are looking for a Software Engineer with skills in Adobe Illustrator, C#, Content Strategy.","Adobe Illustrator, C#, Content Strategy",0,New York,Remote,1
CAND_1786,"UI Design, Data Visualization, Spring",0,Berlin,JOB_452,Business Analyst,"We are looking for a Business Analyst with skills in Econometrics, CSS, .NET.","Econometrics, CSS, .NET",5,Remote,Full-time,0
CAND_1787,"UI Design, Natural Language Processing, .NET",9,San Francisco,JOB_3,UX Designer,"We are looking for a UX Designer with skills in Adobe Illustrator, Graphic Design, CRM.","Adobe Illustrator, Graphic Design, CRM",5,San Francisco,Contract,1
CAND_1788,"Agile, Data Mining, Deep Learning",3,Berlin,JOB_434,Software Engineer,"We are looking for a Software Engineer with skills in Adobe Creative Suite, JavaScript, Digital Illustration.","Adobe Creative Suite, JavaScript, Digital Illustration",4,London,Full-time,0
CAND_1789,"Content Writing, Content Creation, Natural Language Processing",8,New York,JOB_446,Cloud Engineer,"We are looking for a Cloud Engineer with skills in CSS, Java, IoT.","CSS, Java, IoT",7,New York,Remote,1
CAND_1790,"Prototyping, Illustration, NLP",8,San Francisco,JOB_370,Web Developer,"We are looking for a Web Developer with skills in Negotiation, System Design, UI/UX.","Negotiation, System Design, UI/UX",7,Toronto,Contract,1
CAND_1791,"Communication, Algorithms, SEO",9,New York,JOB_109,Project Manager,"We are looking for a Project Manager with skills in Node.js, Natural Language Processing, Data Analysis.","Node.js, Natural Language Processing, Data Analysis",1,San Francisco,Part-time,1
CAND_1792,"Copywriting, Communication, ETL",5,San Francisco,JOB_35,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Digital Marketing, HTML, Microservices.","Digital Marketing, HTML, Microservices",2,Berlin,Part-time,1
CAND_1793,"Embedded Systems, Statistics, Spring",0,London,JOB_268,Web Developer,"We are looking for a Web Developer with skills in Content Strategy, Python, Network Security.","Content Strategy, Python, Network Security",0,Berlin,Remote,1
CAND_1794,"Linux, User Research, Software Design",3,London,JOB_302,Software Engineer,"We are looking for a Software Engineer with skills in Automation, Adobe Illustrator, R.","Automation, Adobe Illustrator, R",7,Remote,Part-time,0
CAND_1795,"UX, Data Mining, Cloud Computing",7,New York,JOB_106,UX Designer,"We are looking for a UX Designer with skills in Prototyping, Graphic Design, ETL.","Prototyping, Graphic Design, ETL",6,London,Part-time,1
CAND_1796,"User Research, Python, DevOps",5,London,JOB_307,UX Designer,"We are looking for a UX Designer with skills in NLP, C#, SQL.","NLP, C#, SQL",6,New York,Remote,0
CAND_1797,"SEO, C++, Software Design",8,Remote,JOB_253,Data Scientist,"We are looking for a Data Scientist with skills in Java, Statistics, System Design.","Java, Statistics, System Design",7,London,Remote,1
CAND_1798,"Statistical Analysis, UX Design, Java",9,San Francisco,JOB_442,AI Engineer,"We are looking for a AI Engineer with skills in SEO, Agile, HTML.","SEO, Agile, HTML",8,New York,Full-time,1
CAND_1799,"Digital Marketing, Adobe Illustrator, CSS",6,Toronto,JOB_193,Data Scientist,"We are looking for a Data Scientist with skills in Project Management, Econometrics, Microservices.","Project Management, Econometrics, Microservices",8,New York,Remote,0
CAND_1800,"TensorFlow, Statistical Analysis, Research",1,New York,JOB_77,AI Engineer,"We are looking for a AI Engineer with skills in Algorithms, DevOps, Analytics.","Algorithms, DevOps, Analytics",7,London,Full-time,0
CAND_1801,"Deep Learning, Research, Data Warehousing",7,San Francisco,JOB_449,Project Manager,"We are looking for a Project Manager with skills in Big Data, Cloud Computing, Data Mining.","Big Data, Cloud Computing, Data Mining",7,Toronto,Full-time,1
CAND_1802,"Project Management, Econometrics, Digital Illustration",4,London,JOB_475,Project Manager,"We are looking for a Project Manager with skills in Network Security, Machine Learning, Algorithms.","Network Security, Machine Learning, Algorithms",8,Berlin,Remote,0
CAND_1803,"TensorFlow, Linux, Data Science",4,Berlin,JOB_216,Web Developer,"We are looking for a Web Developer with skills in Android, Copywriting, Linux.","Android, Copywriting, Linux",6,Toronto,Contract,0
CAND_1804,"Excel, Data Structures, Algorithms",1,New York,JOB_393,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Content Creation, Interaction Design, Data Science.","Content Creation, Interaction Design, Data Science",7,New York,Part-time,0
CAND_1805,"Research, Deep Learning, Algorithms",1,Berlin,JOB_244,Software Engineer,"We are looking for a Software Engineer with skills in Microservices, IoT, C#.","Microservices, IoT, C#",3,Berlin,Remote,0
CAND_1806,"Python, TensorFlow, Financial Analysis",2,Berlin,JOB_334,Web Developer,"We are looking for a Web Developer with skills in R, Data Science, UX/UI.","R, Data Science, UX/UI",0,Toronto,Contract,1
CAND_1807,".NET, Software Design, Machine Learning",3,London,JOB_299,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Risk Analysis, Statistical Analysis, Negotiation.","Risk Analysis, Statistical Analysis, Negotiation",1,Remote,Contract,1
CAND_1808,"Embedded Systems, R, Econometrics",6,Berlin,JOB_379,Project Manager,"We are looking for a Project Manager with skills in Excel, Negotiation, Econometrics.","Excel, Negotiation, Econometrics",3,London,Contract,1
CAND_1809,"Cybersecurity, Data Mining, Data Analysis",1,Berlin,JOB_447,AI Engineer,"We are looking for a AI Engineer with skills in Java, Excel, IoT.","Java, Excel, IoT",7,New York,Contract,0
CAND_1810,"Natural Language Processing, Content Writing, React",9,Berlin,JOB_395,Business Analyst,"We are looking for a Business Analyst with skills in Interaction Design, UX Research, Cybersecurity.","Interaction Design, UX Research, Cybersecurity",2,Remote,Contract,1
CAND_1811,"UX Research, Algorithms, Node.js",9,New York,JOB_268,Software Engineer,"We are looking for a Software Engineer with skills in Analytics, UX/UI, C#.","Analytics, UX/UI, C#",1,New York,Full-time,1
CAND_1812,"Illustration, Content Writing, Natural Language Processing",10,New York,JOB_181,Cloud Engineer,"We are looking for a Cloud Engineer with skills in HTML, UX/UI, SEO.","HTML, UX/UI, SEO",0,Berlin,Full-time,1
CAND_1813,"Research, Data Structures, Prototyping",1,Toronto,JOB_81,Web Developer,"We are looking for a Web Developer with skills in Data Visualization, Network Security, C#.","Data Visualization, Network Security, C#",2,Toronto,Remote,0
CAND_1814,"Adobe Illustrator, Software Design, Creativity",4,Remote,JOB_72,Project Manager,"We are looking for a Project Manager with skills in Digital Illustration, User Research, IoT.","Digital Illustration, User Research, IoT",2,London,Full-time,1
CAND_1815,"Cloud Computing, Data Visualization, UX Research",1,London,JOB_400,Project Manager,"We are looking for a Project Manager with skills in Prototyping, IoT, Data Analysis.","Prototyping, IoT, Data Analysis",4,New York,Contract,0
CAND_1816,"HTML, Machine Learning, Creativity",1,London,JOB_488,Web Developer,"We are looking for a Web Developer with skills in Adobe Creative Suite, Java, CSS.","Adobe Creative Suite, Java, CSS",5,San Francisco,Contract,0
CAND_1817,"Communication, User Research, UI Design",10,Berlin,JOB_325,UX Designer,"We are looking for a UX Designer with skills in Data Mining, Spring, Digital Illustration.","Data Mining, Spring, Digital Illustration",3,Toronto,Remote,1
CAND_1818,"Business Analysis, Big Data, React",3,London,JOB_325,Web Developer,"We are looking for a Web Developer with skills in Copywriting, Content Strategy, AI.","Copywriting, Content Strategy, AI",7,Berlin,Remote,0
CAND_1819,"ETL, NLP, Natural Language Processing",4,Remote,JOB_432,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Content Writing, UI Design, UI/UX.","Content Writing, UI Design, UI/UX",7,London,Remote,0
CAND_1820,"Node.js, SQL, Financial Analysis",6,Berlin,JOB_108,AI Engineer,"We are looking for a AI Engineer with skills in UX Research, Business Analysis, Machine Learning.","UX Research, Business Analysis, Machine Learning",3,London,Contract,1
CAND_1821,"CRM, Illustration, AI",2,New York,JOB_492,Software Engineer,"We are looking for a Software Engineer with skills in Embedded Systems, Node.js, Creativity.","Embedded Systems, Node.js, Creativity",4,Remote,Contract,0
CAND_1822,"Microservices, Research, Data Warehousing",4,Remote,JOB_153,Business Analyst,"We are looking for a Business Analyst with skills in DevOps, Data Science, Machine Learning.","DevOps, Data Science, Machine Learning",1,New York,Contract,1
CAND_1823,"AI, IoT, Cybersecurity",9,San Francisco,JOB_256,Business Analyst,"We are looking for a Business Analyst with skills in IoT, Marketing Strategy, React.","IoT, Marketing Strategy, React",7,Toronto,Part-time,1
CAND_1824,"Linux, Microservices, UI/UX",7,London,JOB_334,Data Scientist,"We are looking for a Data Scientist with skills in Social Media, Content Creation, Business Analysis.","Social Media, Content Creation, Business Analysis",4,San Francisco,Full-time,1
CAND_1825,"Agile, Risk Analysis, Linux",0,London,JOB_10,Project Manager,"We are looking for a Project Manager with skills in CSS, UX/UI, Excel.","CSS, UX/UI, Excel",0,San Francisco,Full-time,1
CAND_1826,"UX Design, Statistics, Content Creation",5,New York,JOB_74,AI Engineer,"We are looking for a AI Engineer with skills in Project Management, Deep Learning, Node.js.","Project Management, Deep Learning, Node.js",7,London,Remote,0
CAND_1827,"CRM, Python, Natural Language Processing",9,Toronto,JOB_307,Project Manager,"We are looking for a Project Manager with skills in Analytics, User Research, Java.","Analytics, User Research, Java",2,Toronto,Contract,1
CAND_1828,"Financial Analysis, Marketing Strategy, HTML",8,Toronto,JOB_256,Web Developer,"We are looking for a Web Developer with skills in Content Writing, JavaScript, User Research.","Content Writing, JavaScript, User Research",2,Toronto,Remote,1
CAND_1829,"Negotiation, Research, System Design",10,Toronto,JOB_136,Web Developer,"We are looking for a Web Developer with skills in Java, Illustration, Negotiation.","Java, Illustration, Negotiation",2,London,Remote,1
CAND_1830,"R, Microservices, Data Structures",7,London,JOB_68,Business Analyst,"We are looking for a Business Analyst with skills in Adobe Illustrator, Adobe Creative Suite, Natural Language Processing.","Adobe Illustrator, Adobe Creative Suite, Natural Language Processing",6,London,Remote,1
CAND_1831,"UX Design, User Research, Risk Analysis",6,San Francisco,JOB_233,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Research, NLP, Data Structures.","Research, NLP, Data Structures",0,New York,Remote,1
CAND_1832,"Linux, Android, Machine Learning",3,Toronto,JOB_96,Project Manager,"We are looking for a Project Manager with skills in HTML, UX/UI, Cloud Computing.","HTML, UX/UI, Cloud Computing",5,Remote,Full-time,0
CAND_1833,"Copywriting, CRM, AI",5,Remote,JOB_401,Web Developer,"We are looking for a Web Developer with skills in Prototyping, Data Science, SEO.","Prototyping, Data Science, SEO",8,London,Full-time,0
CAND_1834,"Content Strategy, Automation, Content Creation",5,Remote,JOB_370,Software Engineer,"We are looking for a Software Engineer with skills in Storytelling, Data Structures, CSS.","Storytelling, Data Structures, CSS",4,New York,Contract,1
CAND_1835,"Marketing Strategy, Data Warehousing, Linux",10,New York,JOB_44,Web Developer,"We are looking for a Web Developer with skills in Econometrics, Cloud Computing, SEO.","Econometrics, Cloud Computing, SEO",3,Toronto,Part-time,1
CAND_1836,"Business Analysis, Microservices, Embedded Systems",1,London,JOB_375,Project Manager,"We are looking for a Project Manager with skills in Algorithms, Java, Content Strategy.","Algorithms, Java, Content Strategy",7,London,Part-time,0
CAND_1837,"UX/UI, System Design, Content Writing",5,London,JOB_209,UX Designer,"We are looking for a UX Designer with skills in Prototyping, Econometrics, HTML.","Prototyping, Econometrics, HTML",2,Toronto,Contract,1
CAND_1838,"Big Data, User Research, Adobe Creative Suite",3,Berlin,JOB_164,AI Engineer,"We are looking for a AI Engineer with skills in Content Strategy, Interaction Design, Prototyping.","Content Strategy, Interaction Design, Prototyping",3,Berlin,Remote,1
CAND_1839,"Adobe Illustrator, Linux, Risk Analysis",8,Remote,JOB_405,Software Engineer,"We are looking for a Software Engineer with skills in CRM, Linux, Data Mining.","CRM, Linux, Data Mining",1,New York,Contract,1
CAND_1840,"Negotiation, Statistical Analysis, Data Warehousing",2,Toronto,JOB_178,UX Designer,"We are looking for a UX Designer with skills in Marketing Strategy, SEO, C#.","Marketing Strategy, SEO, C#",4,Berlin,Part-time,0
CAND_1841,"Adobe XD, Android, TensorFlow",7,Remote,JOB_94,Web Developer,"We are looking for a Web Developer with skills in HTML, UX, UX Research.","HTML, UX, UX Research",3,London,Part-time,1
CAND_1842,"Network Security, Business Analysis, Data Warehousing",8,London,JOB_475,AI Engineer,"We are looking for a AI Engineer with skills in Android, Network Security, Digital Illustration.","Android, Network Security, Digital Illustration",5,London,Remote,1
CAND_1843,"Data Structures, Social Media, UX Design",2,New York,JOB_343,Data Scientist,"We are looking for a Data Scientist with skills in .NET, JavaScript, Python.",".NET, JavaScript, Python",4,London,Full-time,0
CAND_1844,"Adobe Illustrator, Machine Learning, Graphic Design",3,Berlin,JOB_160,Cloud Engineer,"We are looking for a Cloud Engineer with skills in Data Structures, Creativity, UX Research.","Data Structures, Creativity, UX Research",7,Remote,Contract,0
CAND_1845,"ETL, UX/UI, JavaScript",8,Toronto,JOB_496,Data Scientist,"We are looking for a Data Scientist with skills in JavaScript, React, Cybersecurity.","JavaScript, React, Cybersecurity",5,New York,Contract,1
CAND_1846,"Digital Illustration, Content Writing, C#",1,Berlin,JOB_5,Software Engineer,"We are looking for a Software Engineer with skills in Microservices, UX, React.","Microservices, UX, React",8,Toronto,Part-time,0
CAND_1847,"Big Data, HTML, Data Science",3,Berlin,JOB_230,Data Scientist,"We are looking for a Data Scientist with skills in C#, Business Analysis, UI/UX.","C#, Business Analysis, UI/UX",0,Toronto,Part-time,1
CAND_1848,"React, Communication, Business Analysis",8,San Francisco,JOB_475,Web Developer,"We are looking for a Web Developer with skills in Embedded Systems, C++, Statistics.","Embedded Systems, C++, Statistics",3,Berlin,Part-time,1
CAND_1849,"User Research, Creativity, IoT",6,San Francisco,JOB_345,Business Analyst,"We are looking for a Business Analyst with skills in Cybersecurity, Data Visualization, Adobe Illustrator.","Cybersecurity, Data Visualization, Adobe Illustrator",0,Berlin,Contract,1
CAND_1850,"Data Science, AI, Adobe Creative Suite",8,Berlin,JOB_249,Software Engineer,"We are looking for a Software Engineer with skills in Excel, Statistical Analysis, Content Creation.","Excel, Statistical Analysis, Content Creation",0,New York,Part-time,1
CAND_1851,"Adobe Photoshop, Content Creation, Cybersecurity",6,Berlin,JOB_66,Data Scientist,"We are looking for a Data Scientist with skills in Software Design, Data Warehousing, Content Writing.","Software Design, Data Warehousing, Content Writing",1,New York,Full-time,1
CAND_1852,".NET, AI, Data Analysis",5,New York,JOB_171,AI Engineer,"We are looking for a AI Engineer with skills in Software Design, C++, UI/UX.","Software Design, C++, UI/UX",6,Remote,Part-time,0
CAND_1853,"Prototyping, Copywriting, User Research",3,Berlin,JOB_154,Project Manager,"We are looking for a Project Manager with skills in Risk Analysis, Storytelling, System Design.","Risk Analysis, Storytelling, System Design",4,Toronto,Part-time,0
CAND_1854,"Copywriting, SEO, Prototyping",8,San Francisco,JOB_368,Cloud Engineer,"We are looking for a Cloud Engineer with skills in CSS, UI Design, Natural Language Processing.","CSS, UI Design, Natural Language Processing",7,Toronto,Remote,1
CAND_1855,"Analytics, C#, Data Visualization",3,San Francisco,JOB_76,Data Scientist,"We are looking for a Data Scientist with skills in Embedded Systems, Content Writing, UX.","Embedded Systems, Content Writing, UX",1,Toronto,Part-time,1
CAND_1856,"Digital Marketing, IoT, Data Analysis",8,New York,JOB_154,AI Engineer,"We are looking for a AI Engineer with skills in Project Management, Negotiation, Adobe XD.","Project Management, Negotiation, Adobe XD",5,London,Part-time,1
CAND_1857,"Data Science, Business Analysis, Negotiation",7,New York,JOB_220,Cloud Engineer,"We are looking for a Cloud Engineer with skills in HTML, Social Media, Spring.","HTML, Social Media, Spring",1,New York,Part-time,1
CAND_1858,"Data Visualization, Natural Language Processing, Illustration",6,Remote,JOB_311,UX Designer,"We are looking for a UX Designer with skills in Data Structures, User Research, UX.","Data Structures, User Research, UX",8,Toronto,Full-time,0
CAND_1859,"Analytics, Data Structures, Storytelling",7,New York,JOB_346,Web Developer,"We are looking for a Web Developer with skills in Python, C#, NLP.","Python, C#, NLP",8,Berlin,Contract,0
CAND_1860,"SQL, Microservices, Linux",0,Remote,JOB_421,Business Analyst,"We are looking for a Business Analyst with skills in Microservices, SEO, Statistical Analysis.","Microservices, SEO, Statistical Analysis",8,Berlin,Part-time,0
